candidate_id,RR_um,rr_um,HH_um,LL_mm,alpha_out_1_per_C,k_out_W_mK,rho_out_kg_m3,alpha_in_1_per_C,k_in_W_mK,rho_in_kg_m3,E1_MPa,E2_MPa,Tc_C,Delta_C,outer_stress_MPa,inner_stress_MPa,curvature_per_mm,pitch_mm,turns,helix_fit_R2,shape_error,balanced_score
P01,767.2555506542033,427.1805873508798,337.194350257547,61.994364069200394,-0.0006869259980085174,0.8047861946277715,1053.6471588317117,0.000163790950237158,1.37969257276379,1139.3426216912053,464.21322779966977,25.56018639412077,94.46112156844983,33.9578159798693,0.3356658330808951,0.57027091032686,0.7577543923139843,2.6453723615284517,5.8790106992863365,0.9947997014405691,0.06199865131041579,0.4846050772459649
P02,1033.3350605373817,471.89474306714624,393.6075542984091,35.983191841267455,-0.0005295816125621188,1.3569009827209635,1231.60592345308,2.60532572026446e-06,1.241463268543185,1031.3877480969022,1248.354146447034,28.379972468389738,89.81221808461177,28.913116725292284,0.3592600754457777,0.5498442821723893,0.8095032213463004,2.585517389795011,5.629029318732878,0.9448430833510459,0.0544618018718111,0.4405842067266117
P03,969.8330920574886,337.34481870859435,261.0435905560528,30.338613842860255,-0.00075024496217775,0.812524017589296,1183.9758867121934,0.00015819025335147692,1.4323493899084612,1294.4146312253465,427.3514829729776,19.322419750355383,83.13176276934861,17.23338986961108,0.37343207908113013,0.5285574463354327,0.829570745803934,2.898641195449818,5.907694265376595,0.9944909495307842,0.05876899347886272,0.4051253672543026
P04,606.918183969543,243.40490678120455,321.5310853194011,47.29750375321038,-0.0004357205043389761,1.4305004032910138,1333.4864604798875,0.00019979546529006573,1.3727221696683618,1166.61488687432,1195.9206419895713,35.89385976460674,82.5358173341112,33.393140498502916,0.3993536989845597,0.5118313114508277,0.8666498115581897,2.595508945591013,5.19006093369568,0.9472483880557732,0.036461823927019035,0.3624776124662681
P05,842.1264777921548,674.3875295913889,249.86353459078381,29.708799815957192,-0.0008689657728721139,1.146768740732444,1200.1644062149562,-0.0001299650341172577,1.2606307626759152,1011.1135657915968,768.3730292612936,36.91172935160837,80.48518504260402,22.197260500768756,0.4011668084456536,0.504567429099474,0.8849649767013297,2.8390782892506365,7.056320854976713,0.9918167927803981,0.01851051803584143,0.3534006206538205
P06,740.8525105456338,531.8057751128288,114.95428398939214,51.96196626536698,-0.0008580387247104184,1.396832244543869,1154.6037937346343,-0.00011270924203271475,1.2558240379894405,1066.5977259783044,437.2978984973949,9.701940123933946,94.63122748112406,25.775857332454027,0.4021015806229079,0.48492112108198193,0.8593520554467364,2.435272094264132,5.264225840492195,0.9943525773606586,0.019845438910238385,0.3328195404590741
P07,789.2792684299573,642.7866120838708,370.2818921434636,51.03720533241278,-0.0006719376192656633,0.7388583665693853,1170.9206172472993,0.0003003831434362417,1.3742712409223228,1083.1866067946005,1083.8599158994266,18.5949017395237,86.50206363815398,28.786910134253507,0.42438106820759103,0.4667840419332357,0.8240677759426124,2.5451005933765023,5.573880904483571,0.9415768012506561,0.035638540878307576,0.2924029737256447
P08,687.8363294105345,498.78389307113616,185.31646704496447,39.02148112108151,-0.0005623376763662329,0.7487662424297763,1163.6395572370661,-0.0001242207479450358,0.7258820199629085,1165.1608907455652,1311.4696550790572,10.988316384310645,80.00080115511153,27.61092798962659,0.4471707589605631,0.44095737543465735,0.8005627568804962,2.928020934479346,5.415344152566534,0.9584461657849843,0.0197099613796414,0.24378661647409433
P09,484.68749539331753,271.8055421640882,100.41751316567817,32.91116500934708,-0.0004962478092185517,1.125000877514418,1377.6645748442718,0.0002766403685952695,0.6517078994145032,1343.3915956304982,888.6332580751075,23.83561787656991,79.13664128179161,32.44229074138751,0.45648758649400023,0.43101531132133064,0.7860177121994569,2.596995657411903,6.07607829421311,0.9663703424671805,0.035285722775497186,0.22452772482733047
P10,1110.8157542867937,601.2519949099033,304.75645584963104,23.925989454269423,-0.0006446773613947782,0.8798799935395789,1267.6472531857426,3.80863990836729e-06,0.6863763249440139,1215.4455090858658,623.4521529574208,33.83837960729759,83.93143879376768,27.63910410681586,0.4823369985131275,0.4067036129300058,0.8061066190371875,2.6032045418079393,6.997418676990801,0.9756896138745241,0.05770550634252834,0.17436661441687834
P11,983.0413198129712,514.3818620205939,190.14832444499447,61.02825218764417,-0.0005361791294973051,1.1441325338889194,1060.571081880621,0.00028037199796102075,1.156682895253929,1203.6462810017047,1232.099381615939,45.12137350162158,93.05256620568231,23.470735894591467,0.4945776975204805,0.4019448130432149,0.869486379609442,2.5785515752461428,6.769733534023224,0.9476961007735225,0.06025287566425053,0.15736711552273447
P12,758.6625330093243,292.1445996036978,223.20304633035968,25.6911320732732,-0.0007274689665114108,0.7964279037503155,1127.9312223072272,-0.0001584396344124094,0.8639603544820084,1165.900846022132,1195.469912374504,43.191260567144894,90.44386795647667,25.320810824955835,0.5156915900861933,0.38192634131258785,0.7864359277084333,2.5449627957189476,6.115903641803274,0.9807993723891338,0.03281768850764487,0.11623475122639465
P13,1070.409630849379,459.5101727784877,171.51304046968067,47.506636030459674,-0.0006191643338589731,1.4238070833223393,1096.7426054565692,0.000135467255466824,0.8857859847233557,1210.5399128452002,1266.4656976127937,45.00939168248595,78.752566182571,15.42228323682923,0.5411615455932142,0.36719827935883864,0.7847366212638724,2.524250705924584,5.987900133294705,0.9729439616728909,0.02701564112103803,0.07835982495205279
P14,1135.2092479478576,613.3613127456908,290.8360648576304,33.8314264835305,-0.0006571351252989749,0.7866585081563864,1077.2148517030635,0.0004047201238781324,0.9615008378796004,1289.6938608641995,1390.540177990531,17.99137748034789,82.89238386780045,17.73068326378406,0.5460881763726881,0.3376279441107687,0.8589697455624254,2.8276255956686596,6.14037293960129,0.9615378725100501,0.04735163624892006,0.05371612048345681
P15,1235.5151622778512,692.6724182192886,143.88727837908866,54.96417901864895,-0.0006741946633494678,1.1101819293338304,1188.3445064424625,0.00023247671129128167,0.977047121013948,1282.6833131185751,687.8573846105887,32.56099173942923,80.99654195046888,28.572259226486022,0.5689732598173899,0.3431166654874496,0.8820373373156798,2.789775941359477,5.798041525557373,0.9783675606046022,0.06031711701669344,0.0820899253048395
P16,880.5544523115879,410.31923139898066,318.41285917026585,56.39891300420159,-0.0008631850091050826,1.2044855590400458,1236.5369689758907,0.0002053627124183,1.2734163599645942,1285.1873172095457,622.2250681457856,41.95425165088723,85.93204043204516,28.920963091726023,0.5853221151223491,0.3171758217463,0.7909295201115528,2.596726165076549,5.734016282133822,0.9489989128640804,0.0409257534340177,0.07249793686864908
P17,862.8159768898524,427.4781554556773,415.96178311087016,35.974425928085736,-0.0008313581473648902,1.4961085961688516,1365.7156887357721,0.00029920437165386195,1.1954940668059573,1226.4967007071418,1395.7898608173398,2.560738411122817,82.80908587920156,18.344944431437945,0.5853720070018174,0.30191530637112796,0.8510779214155464,2.442734508109704,5.967211620012633,0.9460629659670556,0.036738540804848424,0.05728731337294529
P18,741.3008095241107,303.8898734778875,270.05386981720113,48.801284714506636,-0.00047230504771454413,0.8336222923634863,1217.5576892785848,5.1766653111537094e-05,0.8375159301366241,1122.4856237994857,672.9103788634077,17.800828574048847,91.49727803452812,32.34170015038178,0.6035802278624782,0.29442132193042003,0.8167063310013756,2.877272977024242,5.32241022017997,0.9547720299097898,0.07246530298410983,0.06800154979289824
P19,940.3642374613073,492.75396568627724,309.4763095589165,31.047059317060263,-0.0007523633130772519,1.5128016909261874,1272.3845413124025,0.00012053559618665775,0.8632858877043481,1047.239962444442,917.6247623286229,17.366406561088855,87.37594817977241,25.88135526078694,0.62630763266112,0.2791251564906543,0.831511297575517,2.805806982106436,5.39054347449656,0.9409919591703153,0.046874374514513546,0.09718247617046566
P20,529.1705118057673,378.7050731314884,191.92220241573347,49.644052464702696,-0.0007568536013994869,1.2947674356408139,1087.231239121809,0.00011957827726339327,1.4183127287085537,1281.9463660476047,1062.827040779789,5.401677913961798,87.63174264717401,20.11387439014726,0.6365530543284404,0.26180637286292224,0.8854478732646642,2.8018391667116846,5.5243149611156595,0.964752168910827,0.021391093045580636,0.12474668146551815
P21,642.6036289434688,224.96413154035318,250.32776400771863,34.29347822185557,-0.0007543686489195807,0.9059916463626896,1037.433177102223,0.00015899177870026812,1.0438380685908732,1232.9796188088649,1354.7363223671118,9.333773304151148,90.8107507862005,34.88952542764662,0.6629054675076141,0.2503737813194129,0.7771362691525676,2.451841235674495,5.631002631285084,0.947641532557161,0.035994644706987586,0.16253168618820119
P22,1248.0526756251056,680.9195349291163,166.17457236672857,40.83360292636392,-0.00042339082603278584,0.7946547857951631,1198.9272734420638,-0.00011969218969631099,1.3888756233651596,1291.2175784969381,1271.4991688187695,39.009090554503175,78.75251846763808,16.068003751834063,0.6734390733460373,0.2372496563476593,0.8326003437659429,2.491462100289727,6.49055828887404,0.9723412477001828,0.04581362736577055,0.1861894169983779
P23,987.5338947840357,585.5722907829876,168.77195143229176,29.660351483125858,-0.0005204896036998165,0.8454411125906433,1314.4019063661408,0.0002679049269949164,0.9698467116957576,1353.8243348096441,1127.6684057555735,47.54517165357634,90.1402652730481,32.477068705466166,0.6865113684640308,0.22531471838182157,0.833241258553663,2.9594602748827175,5.843263644506147,0.9458510552780076,0.03757585188940467,0.2111966500822092
P24,897.6817143384185,542.4376363965705,271.2419780395357,24.707899930593438,-0.00046921265040900735,1.2921705126172687,1216.8976262071617,0.0001843153838707339,1.1698543244238118,1270.2354984119424,838.6099117484098,23.652152959519785,94.46841669288297,27.217808181488095,0.7081635236248037,0.21923469573090254,0.872096311433309,2.748948077661394,5.701960835810025,0.9770563122729256,0.05976593656044714,0.23892882789390113
P25,1030.8173544400652,473.07592227315774,287.1950498990218,49.709830822179086,-0.0005364174541575377,1.304511464744976,1296.5683410111494,0.0004193632364352202,0.99328294646053,1074.4444619353824,1088.4535365402546,16.43505852738042,92.34264170153355,34.91279475977619,0.7207808851088973,0.20536992409762,0.819156265680513,2.7874517443178144,5.6147410008574985,0.9439011444839008,0.028045919009732072,0.2654109610112772
P26,719.330299396083,532.6413107184127,212.53539631522108,36.00282474916128,-0.000483134678791271,0.7330515835480061,1048.5501297026747,0.0003522504805078013,1.270642566593948,1161.0632392716511,842.1765291662073,11.684405823298249,90.52559733803545,15.046189503728892,0.7376496420057295,0.19564551632489727,0.8861047807299305,2.7881055856942085,5.854862294828518,0.9772674975543959,0.060326863043920625,0.2920041256808321
P27,888.1941918546303,601.4580845849069,151.66851503008917,36.84049725766795,-0.0008890072211975929,1.335682916619767,1031.8438753260214,0.0002027028004297567,1.2955701854042756,1338.1821776816573,508.18841457702786,10.418584890913094,79.4614164680121,28.21414165860782,0.7436471272269635,0.19796727390869248,0.780835384840207,2.7411864086904156,5.903875691876657,0.9651887448997675,0.03423099235670468,0.29567985331827096
P28,827.1125579837985,680.2222136272036,202.4900491823568,26.648510041815594,-0.000858160710510003,0.8392288195132132,1273.4734306595633,1.9737470539574485e-05,0.9516216675372788,1175.3785781083404,905.9851565856621,20.52626485153056,91.84931810792543,23.848172421639063,0.7678672494949969,0.19124749567620414,0.8499601893986259,2.8243051467845084,5.874448108038863,0.9658173756175452,0.061577431474769156,0.32661975381879266
P29,1000.7853177400123,533.3870331445933,313.445837764095,43.10792956511381,-0.0008993683516644408,0.8237809516557392,1097.7489713783398,0.0001040353605164198,1.1992813444601396,1174.1786346574124,462.1610884627619,11.047914517597384,93.5697262985087,27.757699742466244,0.7901992575157126,0.1763154559561602,0.8590521675941207,2.9193904109194313,5.723098954155227,0.9640535739279225,0.04595855020306461,0.36388380155955236
